Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Fiber,Density,Oil_Content,Resin,Pesticide_Level,PH_Value,Quality_Label
4.9235,1.3782,1.0125,0.9725,0.0989,0.4054,15.6162,1.0797,10.1568,2.961,0.0608,6.3493,Medium
5.8385,1.2871,1.8854,0.1261,0.4917,0.35,15.0071,0.7687,10.3938,1.4503,0.036,5.8919,Medium
6.548,1.1969,1.3179,0.1036,0.2026,0.1999,19.4505,1.0205,5.8546,2.304,0.0264,6.885,High
7.7783,1.6104,2.1706,0.5712,0.1345,0.3808,14.0927,1.0879,7.5432,1.897,0.0256,6.4872,Medium
6.7548,1.46,1.0481,0.4658,0.1798,0.1406,10.0914,0.5319,14.4925,2.3746,0.094,4.8444,Low
5.5062,1.3284,2.9467,0.522,0.0974,0.2138,11.8847,0.5594,8.1228,0.597,0.0353,4.5301,Low
5.402,1.2394,2.0262,0.5169,0.1728,0.2175,17.0983,0.6452,12.6746,1.1434,0.0407,5.3267,Medium
7.9116,1.4345,1.3762,0.5194,0.3556,0.4329,14.5877,0.9156,7.6735,2.1148,0.0986,4.6472,Medium
5.5178,1.5102,1.8204,0.8952,0.2664,0.1099,13.2413,0.7315,12.6238,2.48,0.0864,7.2629,Medium
5.2698,1.7403,1.7882,0.1154,0.4132,0.1659,13.2087,1.1375,7.0887,2.7369,0.0423,7.2544,Medium
6.8487,1.3969,2.0514,0.6196,0.3551,0.1294,16.4472,0.8586,5.38,0.649,0.02,5.5668,Medium
6.4023,1.6093,1.9779,0.4998,0.2835,0.4863,12.1846,1.1403,14.7586,1.5622,0.0248,5.8856,Low
6.6551,1.7306,1.7878,0.8789,0.1669,0.2655,15.1044,1.0644,9.332,1.7699,0.0853,7.4992,Medium
5.7023,1.4519,2.7772,0.1731,0.1708,0.3565,19.4357,0.9346,13.8337,2.9211,0.0884,7.4167,High
4.783,1.3832,2.3852,0.8843,0.2965,0.2966,12.5971,0.8498,8.1872,1.9112,0.0809,7.3372,Low
4.3342,1.6159,2.1857,0.9362,0.3833,0.4112,11.644,0.6867,10.1314,0.5338,0.0871,6.8333,Low
6.0676,1.2422,3.136,0.693,0.397,0.4324,10.2145,1.1389,14.1313,0.5352,0.0036,4.99,Low
6.2244,1.7925,1.7277,0.3169,0.283,0.2929,14.7956,0.7837,12.2706,2.0368,0.0488,6.6622,Medium
7.6553,1.4413,2.8908,0.6182,0.4446,0.4723,18.3607,1.1463,7.4987,1.223,0.0587,6.9016,High
5.5152,1.8644,1.8093,0.7805,0.0814,0.4246,18.9102,0.6855,6.4187,0.9904,0.0868,5.3587,Medium
6.4514,1.5998,3.4204,0.4986,0.2656,0.4722,19.1327,0.7114,12.7266,1.8385,0.0705,6.1208,High
7.4285,1.5774,1.1485,0.3708,0.3274,0.2342,15.1318,1.1366,8.5004,1.3397,0.082,5.4563,Low
6.9477,1.4941,1.7911,0.9936,0.4443,0.1152,15.9366,0.7482,5.3741,0.5283,0.0584,5.4604,Low
6.2569,1.627,1.6704,0.8661,0.2808,0.3258,18.8612,0.9583,10.8999,0.8149,0.0542,7.2418,High
6.5373,1.7114,1.7369,0.3533,0.1468,0.4638,11.0164,0.6725,11.2441,1.669,0.0121,5.3686,Low
6.0334,1.647,2.2922,0.9004,0.4954,0.1464,11.2996,0.5913,11.8118,1.4317,0.0734,5.7165,Low
4.1127,1.4754,1.9713,0.2489,0.1392,0.1342,10.0643,0.9368,6.7505,2.9664,0.0349,5.0625,Low
7.5954,1.0335,1.0025,0.6528,0.1193,0.2185,14.9099,1.0545,8.8752,2.8928,0.0454,7.26,Medium
5.4686,1.125,2.0121,0.1357,0.1727,0.2603,14.7817,0.8806,7.75,1.8077,0.051,5.4486,Low
5.9952,1.4145,3.3039,0.9768,0.0781,0.4692,10.8277,0.7362,12.6258,2.4426,0.0726,4.6174,Low
7.5078,1.5309,1.1896,0.9381,0.2019,0.112,15.3317,0.751,14.1177,1.7768,0.0054,5.2142,Medium
6.4951,1.3663,3.4294,0.7587,0.3743,0.2414,13.0118,0.8902,5.8131,1.5474,0.0532,6.7506,Medium
4.9281,1.9837,1.2321,0.3816,0.4284,0.1812,12.5719,0.6136,10.8526,0.5067,0.0876,5.6263,Low
6.1086,1.0991,3.0681,0.2117,0.2233,0.1202,17.0968,0.8525,14.0761,0.8469,0.082,6.0321,High
5.9422,1.9828,1.4319,0.6442,0.3371,0.4378,11.4844,1.1333,11.7919,2.9836,0.0536,6.3836,Low
7.0348,1.7718,1.3138,0.8709,0.4092,0.2587,14.7902,1.1681,5.438,0.8311,0.0817,6.3383,Medium
4.9905,1.8024,3.3573,0.7484,0.274,0.1496,17.0057,1.0845,9.1471,2.4134,0.0541,6.8284,High
6.373,1.4321,3.2729,0.6987,0.3178,0.3897,15.1394,0.8367,14.7868,2.7481,0.0179,5.1112,Medium
4.0952,1.2323,1.7999,0.2863,0.2146,0.4516,10.4796,1.0609,9.258,2.7661,0.0668,4.9948,Low
7.855,1.0273,2.7834,0.9995,0.3111,0.2916,19.1646,0.8614,7.1197,1.7114,0.0297,7.153,High
4.0969,1.0685,2.9177,0.1528,0.3866,0.2508,15.0987,0.5195,8.0193,2.593,0.0954,6.1514,Low
7.8263,1.1363,3.4342,0.4969,0.4789,0.2835,15.3009,1.0634,12.2263,2.0491,0.0417,6.8774,High
6.63,1.1947,1.9768,0.952,0.161,0.3674,17.4015,0.8137,14.3753,2.3417,0.0458,6.2081,High
4.2703,1.1372,1.5823,0.1034,0.2329,0.3164,14.9952,0.7027,6.5442,2.9556,0.0562,5.1628,Low
5.8495,1.3901,3.159,0.9364,0.1866,0.4456,17.8153,1.1516,7.4576,1.9424,0.0275,6.9723,High
5.0342,1.0307,2.1412,0.3772,0.2118,0.1288,12.623,0.9055,14.0541,2.5461,0.0298,6.8165,Medium
6.2911,1.4329,2.769,0.9676,0.4594,0.2302,13.8691,1.1703,7.3286,0.8195,0.0477,5.8379,Low
5.6526,1.5849,1.3252,0.624,0.2803,0.1576,17.02,1.0066,10.455,1.1172,0.0957,6.9179,High
5.9614,1.4766,2.0876,0.1641,0.353,0.1512,17.4828,0.6152,10.8516,2.6022,0.02,6.7705,High
7.5536,1.2584,1.9599,0.6777,0.3415,0.3038,11.3315,0.7152,9.8122,2.7856,0.0352,6.8942,Medium
6.3382,1.6735,1.8702,0.4357,0.3936,0.2757,10.5343,0.526,5.5652,0.9662,0.0809,7.2299,Low
7.0865,1.7322,2.6094,0.4694,0.4634,0.2316,17.5014,1.1487,6.2839,2.8678,0.0777,6.3498,High
7.0558,1.9864,1.5325,0.5687,0.4724,0.1551,17.8004,1.1398,8.7494,1.6077,0.0833,6.1993,High
6.9514,1.3566,2.9008,0.8595,0.3342,0.1959,17.8668,0.6067,14.8804,2.3406,0.016,5.4821,High
4.8446,1.773,2.6234,0.6858,0.4778,0.3671,14.3081,0.6963,8.3856,1.1946,0.0035,5.2848,Low
4.8906,1.7175,3.3583,0.575,0.2931,0.2845,13.259,0.833,11.0281,2.965,0.0938,7.0865,Medium
6.4755,1.7354,2.9887,0.3462,0.4906,0.2803,15.6103,0.925,10.1309,1.4884,0.0884,4.6311,High
5.2111,1.9059,1.675,0.4111,0.3378,0.3273,18.7786,0.9283,9.8888,0.6849,0.0976,5.767,Medium
4.6534,1.1221,3.0987,0.4053,0.2446,0.4791,14.2412,0.5025,14.3798,0.5353,0.0663,5.4687,Low
7.571,1.5678,2.4705,0.996,0.4541,0.3539,15.1425,0.6344,13.4411,1.2142,0.0007,4.668,High
5.8228,1.0696,1.5017,0.4866,0.1569,0.257,13.3297,0.7233,5.9117,2.7068,0.0693,6.3702,Low
7.7756,1.9346,1.9004,0.4168,0.2998,0.1383,13.0301,0.6617,7.2339,2.0963,0.0385,5.0135,Low
7.2807,1.7149,1.0785,0.5126,0.0852,0.4715,16.1262,0.6096,10.6061,0.7964,0.0146,4.7429,Medium
7.6025,1.6222,2.5423,0.6347,0.209,0.482,19.4956,0.9957,8.9688,1.2093,0.0966,5.6432,High
5.2163,1.6191,1.3609,0.4269,0.1377,0.1806,16.611,0.7006,7.5104,2.5201,0.0474,5.64,Low
7.2298,1.8961,1.7951,0.1991,0.1526,0.2709,18.1802,1.1026,5.0696,1.7769,0.0418,5.1664,Medium
6.2076,1.3884,3.1115,0.104,0.2841,0.1869,17.435,0.5302,13.3156,2.5953,0.0833,4.9578,High
7.1793,1.4507,1.8526,0.285,0.1102,0.1395,17.7469,0.719,9.549,2.6166,0.0398,4.7232,High
7.4072,1.6978,2.6022,0.3089,0.3831,0.4422,14.4391,0.8784,12.8434,1.6641,0.0667,5.1445,Medium
4.3705,1.4288,1.1686,0.9305,0.0992,0.4147,17.1575,0.5316,12.2127,2.9233,0.0522,5.3686,Medium
7.8664,1.4523,1.357,0.4505,0.4783,0.2279,18.681,1.1169,8.5019,0.7082,0.0725,5.4346,High
6.7087,1.9696,2.3964,0.3995,0.2383,0.3275,16.8876,0.6284,14.3512,1.5358,0.0625,7.2343,High
6.3218,1.6622,3.4095,0.5907,0.1696,0.4899,11.0577,0.7189,14.0243,2.8597,0.0646,4.5439,Medium
4.826,1.0802,2.2849,0.94,0.1826,0.2594,16.8261,1.1126,6.0207,1.9848,0.0239,6.8308,High
6.4971,1.8926,3.4243,0.7478,0.3375,0.1394,14.4064,0.6309,8.7963,0.8535,0.0786,6.0395,Medium
6.886,1.3529,1.1765,0.6511,0.1954,0.2354,14.7918,1.0023,7.7634,0.7024,0.0425,4.6648,Medium
4.7947,1.1407,1.3082,0.8768,0.0643,0.4909,11.9853,0.5773,10.7698,0.7,0.0603,7.0519,Low
6.7585,1.5724,2.7233,0.9837,0.2234,0.3851,13.5953,1.0981,13.5803,2.7557,0.0006,5.3946,Medium
6.7304,1.9842,3.264,0.8846,0.186,0.4004,18.5111,0.9749,7.5057,2.8846,0.0451,4.8895,High
7.0808,1.0197,2.7905,0.1919,0.3784,0.3109,14.3726,0.9835,5.3638,1.0587,0.0617,7.0417,Medium
6.7637,1.9501,3.2948,0.851,0.0718,0.201,11.4829,1.1489,12.4889,1.8295,0.098,5.0842,Low
4.4715,1.9583,1.2276,0.308,0.071,0.3821,18.503,0.8039,14.2853,1.9758,0.0631,7.0363,High
6.55,1.6683,2.7861,0.5552,0.3087,0.1034,11.6661,0.849,12.456,2.5224,0.0729,5.9593,Low
4.3721,1.3458,1.7151,0.3935,0.4607,0.128,12.8339,1.0164,7.3876,2.5828,0.033,4.8396,Low
4.5812,1.788,1.8148,0.407,0.2698,0.3539,10.1209,1.1693,11.3255,1.5299,0.0656,6.5435,Low
6.709,1.3418,2.2997,0.6823,0.4045,0.1675,19.9039,0.6054,10.4353,0.5435,0.0441,4.5081,High
6.0325,1.5586,1.7136,0.4745,0.2757,0.2034,12.3815,0.9204,6.8366,1.8837,0.0707,5.0948,Low
4.7188,1.2376,3.4285,0.2629,0.4345,0.297,12.4724,1.1096,9.4531,1.7871,0.036,6.2789,Low
7.9588,1.8081,2.1718,0.7514,0.4297,0.2862,17.8506,0.8379,8.865,1.8153,0.0676,6.6807,High
4.2164,1.6733,1.5257,0.5845,0.1745,0.31,19.9893,0.9835,8.4665,2.9133,0.0035,5.0126,High
7.8633,1.1244,3.164,0.9918,0.4956,0.4187,14.6559,0.6247,11.0822,2.026,0.0317,6.3505,High
5.9968,1.6034,3.4014,0.8967,0.0991,0.2064,18.3311,1.0771,7.7538,2.3265,0.0673,5.9206,High
5.6247,1.6203,2.0167,0.2328,0.098,0.4698,10.2474,0.5739,9.4531,1.1574,0.0406,4.8524,Low
6.8781,1.4422,2.6381,0.4063,0.1952,0.2698,11.4557,1.0818,8.487,1.5004,0.0895,5.9899,Low
6.7952,1.4484,3.4079,0.776,0.2668,0.22,12.6492,0.6825,9.6082,0.9776,0.0715,7.0024,Medium
7.7751,1.1239,3.4773,0.2825,0.0921,0.3259,16.8044,0.7653,11.9785,2.8652,0.0797,7.1588,High
5.2325,1.1322,1.8528,0.591,0.0958,0.1939,19.7083,0.643,5.6352,1.5804,0.0074,4.5407,High
6.2227,1.9251,2.2184,0.9524,0.1104,0.26,18.223,0.6053,6.7557,1.4544,0.0929,5.0459,Medium
7.241,1.2829,1.0863,0.199,0.3857,0.2049,16.5415,0.9895,8.4512,1.6873,0.0404,7.3421,High
4.2738,1.566,1.8882,0.5862,0.3413,0.358,16.7353,0.9755,6.0929,0.9793,0.0631,5.7246,Low
6.3405,1.443,1.0855,0.3877,0.4147,0.3759,17.2488,0.9887,8.1098,0.7492,0.0273,6.9954,High
7.6082,1.4238,3.0802,0.93,0.1418,0.2983,19.7014,1.0748,5.4277,2.9212,0.0024,4.602,High
5.4771,1.8457,1.1833,0.5644,0.2454,0.3386,18.6997,0.5499,14.8058,2.1505,0.0764,5.6938,Medium
5.6156,1.6836,1.2536,0.2197,0.1129,0.1183,15.4133,1.0558,11.1042,1.9374,0.0681,5.519,Low
4.7387,1.593,2.3469,0.3576,0.3414,0.2302,14.5762,0.7666,14.1069,2.8262,0.0375,5.241,Low
7.906,1.1138,2.4321,0.9757,0.1991,0.3086,17.4231,1.0433,13.6146,2.3612,0.098,6.7272,High
7.205,1.7008,3.1111,0.4553,0.2396,0.1755,15.1571,0.7811,11.6485,2.0074,0.0858,5.0049,Medium
7.2215,1.4976,2.3167,0.7265,0.2792,0.2669,19.949,0.6034,10.9273,2.7147,0.0688,7.1428,High
4.2775,1.3856,1.5444,0.5121,0.243,0.3423,19.5894,1.1679,13.7964,1.1862,0.0886,4.6867,High
7.8548,1.6052,1.4346,0.3955,0.2953,0.2254,14.6212,0.9051,12.0603,1.0876,0.0471,5.7237,Medium
7.8168,1.9157,2.3654,0.2852,0.4601,0.3998,10.3878,0.8435,11.0495,0.6662,0.005,5.8906,Low
4.3612,1.4438,2.6633,0.5448,0.1906,0.1221,14.0528,0.7376,13.6002,0.9283,0.0967,7.0087,Medium
7.7512,1.2242,3.1879,0.3405,0.3037,0.4129,13.4409,0.8887,9.5036,2.4005,0.0479,6.2008,Medium
4.0849,1.4911,3.4751,0.8195,0.0818,0.362,14.6112,1.0784,5.9853,1.0819,0.0792,7.0476,Medium
7.883,1.9669,2.9737,0.5386,0.1235,0.1178,12.3145,0.7382,6.2985,1.062,0.0084,6.0711,Low
5.0499,1.3286,1.2698,0.9416,0.181,0.3083,13.9134,1.172,8.3505,2.4464,0.0856,5.8069,Low
5.9647,1.635,2.1863,0.6436,0.4375,0.1209,15.5897,0.7062,6.9559,1.1923,0.0869,7.0817,High
4.6194,1.3562,2.7426,0.6042,0.224,0.2681,15.6212,0.5042,5.7851,2.7032,0.0078,6.6205,Medium
5.2741,1.5698,1.7646,0.4451,0.083,0.2769,11.4224,0.8014,12.7526,1.0891,0.023,6.633,Low
6.4803,1.5335,3.2348,0.8098,0.1183,0.2247,12.4849,1.0208,5.3354,1.9248,0.0763,7.1303,Medium
6.171,1.2326,1.5058,0.2381,0.3148,0.104,19.5293,0.5189,14.302,1.3297,0.0571,6.0006,High
4.7472,1.7094,2.0046,0.157,0.2691,0.2795,15.6259,1.1395,13.0849,2.3975,0.0207,7.2216,High
6.1561,1.4292,2.6578,0.4849,0.4759,0.2044,16.2738,0.928,7.8158,1.5293,0.0366,5.0175,Medium
7.2515,1.3775,3.3307,0.4028,0.3003,0.3689,17.687,0.9575,6.2575,2.2177,0.0001,5.5079,High
5.8127,1.9032,1.1847,0.569,0.3588,0.4372,12.6282,0.5188,5.8551,1.7899,0.0943,6.3059,Low
4.0453,1.6127,3.2998,0.2,0.3159,0.3915,10.7078,0.5159,9.642,2.478,0.0161,7.01,Low
5.5751,1.5565,1.538,0.1707,0.2929,0.3552,16.4101,0.7497,7.3737,1.051,0.0041,5.0541,Medium
7.0694,1.7754,1.3176,0.8212,0.1072,0.4188,13.2248,0.5414,14.3897,2.1849,0.044,4.8875,Medium
7.0372,1.8933,1.7639,0.6825,0.1921,0.3078,12.8484,0.7902,11.5713,1.9989,0.0051,5.8974,Low
7.6247,1.2204,2.7577,0.6825,0.3424,0.4323,16.7411,0.8627,13.4607,1.1622,0.068,6.6046,High
6.9433,1.5505,2.3986,0.4309,0.1026,0.1868,17.6884,0.6901,5.0226,2.9926,0.0211,6.4662,High
6.5881,1.5995,3.2442,0.9265,0.33,0.357,11.2983,0.7754,8.3013,1.3646,0.0728,5.964,Low
4.866,1.0664,1.9624,0.8348,0.2683,0.2897,14.7596,0.648,13.1146,2.3831,0.03,5.0513,Low
