Sample_ID,Moisture,Ash,Volatile_Oil,Acid_Insoluble_Ash,Chromium,Coumarin,Quality_Label
L009,13.954484293156163,7.0452584427833775,0.6904457319915724,0.7394034755109395,0.0027993996504986,0.0136534154431376,Low
M005,11.330783178689328,6.277960914229359,1.0189819366233277,0.350328699981108,0.0023902906222798,0.0069042835148959,Medium
L017,13.873990835450996,7.359959871163115,0.8341451127221311,0.6207614786451932,0.0037065191560351,0.0102516873508918,Low
L017,13.897521164699269,7.360151046686651,0.8305973719980689,0.6205571405650938,0.0036997487815161,0.0102888845085839,Low
H018,10.77624697664766,5.5674574795685325,1.2602522692538134,0.2094389726618398,0.0014072639860349,0.0025872267823059,High
L020,12.218423834624485,7.357678805649413,0.6280894740634705,0.577548953670354,0.0021847274676874,0.0157750234877454,Low
L009,13.93,7.05,0.69,0.74,0.0028,0.0137,Low
H005,10.22752188984514,5.821198899439294,1.279044693382588,0.2571273786468628,0.0012953315143283,0.0046804799846319,High
H003,11.09528744205873,5.704542329235946,1.2074482046310546,0.370780425577871,0.0013023315705159,0.0029073714863835,High
H016,10.267411546610049,6.06727390934436,1.4798253870854154,0.3515529157035182,0.0015037034282086,0.0045821492928581,High
L018,13.381976348652648,7.251075427673079,0.6618701664313646,0.5455132952407786,0.0033898591128244,0.0158852215039314,Low
M016,11.475822089282662,6.248287230092353,1.0297488641492545,0.369184936758439,0.0018958846621481,0.0101550751089625,Medium
H013,11.255696383900744,5.543223473705971,1.481021267364368,0.2017888059665363,0.0017980619046255,0.0047939819228751,High
H020,10.435935401439371,5.813248960501016,1.3042462442204288,0.2179500410635134,0.0011043821018583,0.0036233510104923,High
L006,13.857900652704174,7.319339552304771,0.6090782193360836,0.791425271883387,0.0035008068361207,0.0161620266716789,Low
H013,11.24806714726516,5.552254610932801,1.47746322610168,0.2009387322331493,0.0017992574739808,0.0047738853158119,High
M003,11.477282411221813,6.501785851150572,1.1295992957977594,0.4822547952441757,0.001696191175116,0.0057254294581034,Medium
H004,10.896137336735745,5.754891697506335,1.4705306100337578,0.2699303154056928,0.0010968320597159,0.0034939391828303,High
M009,11.0161380111425,6.0472960085367085,1.0077089591944506,0.4111022306840473,0.0014960610477657,0.0111656085123048,Medium
M010,11.769633947679004,6.2761441629486505,1.1187091408839014,0.3491927771595398,0.0016981171735174,0.0093593390606888,Medium
M006,11.626389543190882,6.040169808123827,1.1691547299178993,0.432221878209484,0.0015085593470947,0.0066898010612248,Medium
H002,11.40727114095891,5.596725170924714,1.3504889262216235,0.2517597797701229,0.0015998069296255,0.0038809828854614,High
H009,10.906217755003714,5.910255502814442,1.3613236342662252,0.2099806951541305,0.0019054085451448,0.002675467387872,High
L008,13.93,7.29,0.76,0.6,0.0032,0.0105,Low
H001,10.563631115336158,5.92996588137342,1.2381109211985712,0.2807865567505085,0.0019007740692972,0.0020990361990404,High
H016,10.282861384562514,6.077103067927682,1.478657930350824,0.3486926931585924,0.0014916710444712,0.0045668027220819,High
H013,11.248535708688031,5.548350324495251,1.4791906022693675,0.199724505195205,0.0017922760794946,0.0047881906715107,High
L012,12.764138800738303,7.374303967133397,0.6094037512606996,0.5187376332753112,0.0034933645148327,0.0186207821110433,Low
H011,10.051664801694423,5.932108911301864,1.490880044334716,0.3498382224139754,0.0010942794452779,0.0029058335095259,High
M008,12.285036843697338,6.501630805117604,1.0400475402935832,0.4092467042284113,0.0025050095650573,0.0077815956499758,Medium
M012,11.33533123275084,6.228259827401194,0.999667668641638,0.4803875294599235,0.002499840546139,0.0085123616585056,Medium
L020,12.194473702748306,7.353607508083103,0.6298780801849575,0.5778245107371764,0.0021952338434222,0.0157231595890736,Low
H015,10.27060319058492,6.179153072891019,1.3772918861865813,0.3383443262182821,0.0018000054537252,0.0038908148123286,High
L002,13.900282247548295,7.488106247154545,0.7015582251524849,0.6620845768175548,0.0033848044281553,0.0147053675420602,Low
L002,13.908675908833466,7.4950651926929295,0.7004291108913242,0.6595411822772892,0.00342151032568,0.0146447668595664,Low
M010,11.763860854048634,6.284976659356851,1.1207957953183654,0.349161569943348,0.0017025432195856,0.0094495717009164,Medium
H015,10.274628870038086,6.182503038136003,1.3788080787863066,0.3397003058383407,0.0017973711942515,0.0038793129272224,High
M013,11.16051767905146,6.1457067178659495,1.0991031205596489,0.4794757964383297,0.002493910277065,0.0089429642327262,Medium
M020,12.45608943985764,6.728976387488514,1.0317058325481,0.4610119222299196,0.0027915456734399,0.0062576625167449,Medium
L013,13.706730844712927,7.408460314664754,0.8494225929123445,0.5087306427570899,0.0020067568512955,0.0167701672261575,Low
L014,12.62489848230729,7.437809211412756,0.7098516822612766,0.788124449581599,0.0022175830869541,0.0116186329434072,Low
L012,12.769513844268891,7.368840081878858,0.6088951425395185,0.5207674388246318,0.0035030171613487,0.0185589781712586,Low
M017,11.783899612848671,6.675610642713755,1.1388901280027324,0.4485499080364344,0.0020008758118893,0.0070316857432579,Medium
M005,11.328348146592951,6.282048100421859,1.0197791531238751,0.3489732290384175,0.0024028048524768,0.0069650176755223,Medium
M015,12.414759686254568,6.994342230165636,1.1285351600556557,0.3702561662012307,0.0025979549667126,0.0063750554452701,Medium
L020,12.193361089395246,7.361155450936436,0.6323670019251082,0.5818700819047699,0.002206615772864,0.015779337670286,Low
M010,11.758868958163012,6.277723884844414,1.1189204504212156,0.3483331309382867,0.0017059686356091,0.0093581418363548,Medium
H018,10.786347628042034,5.572213116154447,1.2607541328696938,0.2100622481817752,0.0014086113034039,0.0025798433932327,High
L003,13.828161152536676,6.897824147479892,0.7121156674172482,0.6585867866801636,0.0033109734223939,0.0116500076337596,Low
H009,10.894941525946363,5.909818853524864,1.3580576840645822,0.2119222916258217,0.0019057580812858,0.0026812444856432,High
H009,10.888818504722954,5.906908260758106,1.356952713432132,0.2103724512616932,0.001900026794629,0.002722346967556,High
H009,10.894213913857536,5.914331757500542,1.3596712142569352,0.2063788622686086,0.0018968771550028,0.002681308404542,High
M014,11.516207601908404,6.482780547333877,1.0509252162069065,0.4309636085372813,0.0017881928408616,0.0084141450035921,Medium
L002,13.914998792337425,7.488208439515666,0.6987813143597517,0.6579990135734921,0.0033987330359268,0.0146984781887072,Low
M006,11.64,6.04,1.17,0.43,0.0015,0.0067,Medium
H009,10.905053693184955,5.9085738087113,1.3599186218487291,0.2103208849659105,0.0018954420561472,0.0027179081070447,High
H014,10.329905240077808,6.158440185261866,1.470727945621879,0.359617414553679,0.0015964551322721,0.0043753918575758,High
H002,11.429822540418453,5.602754028921783,1.351065255454441,0.2510488363960325,0.0015941685017024,0.003895503378972,High
M008,12.29,6.5,1.04,0.41,0.0025,0.0078,Medium
M008,12.290269585423117,6.4971896251146335,1.0406243756217406,0.41035704381348,0.0024894192983324,0.0078462588690399,Medium
H007,10.099234175763078,5.641949518552224,1.289155447510607,0.2275430099610113,0.001701987488406,0.0031876094773,High
H008,11.295132326679347,5.861321182484363,1.3632001655572878,0.3599795288351018,0.0016036825954563,0.0042578726312893,High
H001,10.56679019077432,5.933693767956129,1.2414863015247772,0.2813046206296173,0.0018951100523128,0.0020998997268335,High
H014,10.32126554297314,6.159096568529061,1.472662352584085,0.3581438014925049,0.0015932161506767,0.0044069064234999,High
M019,11.55,6.24,1.19,0.48,0.0025,0.0095,Medium
L004,12.73270764749956,7.157386991916853,0.6313293930480434,0.6897192005636372,0.0026237434099854,0.0143429679743434,Low
H017,10.45080571924299,5.706187889045076,1.2300343935023574,0.3493592301114288,0.0014932411779085,0.0043790068668363,High
H007,10.10174751493394,5.641837480398949,1.289878990503894,0.2316677869272743,0.0016957645548032,0.0032100879125235,High
L015,12.326063302855534,7.160727906017151,0.6387720734617666,0.7524529160697928,0.0020941712883765,0.0107176871303071,Low
M016,11.477356220102616,6.254269847753279,1.0306765372644553,0.3701860512509122,0.0019101338377314,0.0101141823856762,Medium
H004,10.906008417726408,5.75819878957472,1.4692800788332885,0.2727309139998065,0.0010962076887306,0.0034919902970906,High
M012,11.327966572428569,6.245600273074205,1.0029474752306264,0.4807891459288404,0.0025062840380645,0.0085518652731696,Medium
L004,12.73565224350848,7.158774787603762,0.6326494653059732,0.6874487889944303,0.0026027111246321,0.0142333818818876,Low
L018,13.369920710146424,7.251461246140759,0.6571984537505093,0.5497882045806037,0.0033850339519769,0.0159163730326756,Low
H018,10.796395361077598,5.572172343272521,1.2624073303219845,0.2100271701756652,0.0014122120923794,0.0026084066450243,High
L006,13.85364870439691,7.320961905916615,0.610711982413235,0.7877850579855774,0.0034754125968347,0.016198187413255,Low
H015,10.263645883388788,6.17182020527752,1.3780029868269286,0.3386576009537502,0.0017963566355566,0.0038866354963853,High
H005,10.226371905246252,5.826977377257774,1.2800402594384264,0.2618749966707219,0.0012987274787183,0.0046905073208366,High
L014,12.623911574896695,7.4428842310235135,0.7103250972167574,0.7886688494232262,0.0021941980106184,0.0116045440598658,Low
L001,13.885656141810792,7.230364246647054,0.8724193341302309,0.5172029827822207,0.003106739204895,0.0149100246161799,Low
M017,11.776268605695114,6.66285196000157,1.1399911782084493,0.4489323128197994,0.0019910455880354,0.0070003938222126,Medium
H014,10.331847292158203,6.161937049520979,1.4694439274068576,0.3595872751463904,0.0015974796677061,0.0043969404757526,High
L006,13.852449687567791,7.323280576291527,0.608981554509455,0.7889564242698516,0.0035044157021805,0.0161773925957975,Low
L008,13.938322114815511,7.288548256248655,0.7612516189229688,0.59930739962202,0.0031991879320484,0.01041904028883,Low
M003,11.47434399419113,6.497596703179637,1.1312780549046388,0.4792101823258188,0.0017117493244521,0.0057053853861771,Medium
L014,12.61527674120623,7.4397971038831345,0.7093850507014844,0.7866313799984581,0.002210641675814,0.0116273727521281,Low
H004,10.894344636599463,5.761379329112763,1.4722527437074415,0.2709664995732112,0.0010885523520967,0.0034800481272168,High
L015,12.31991233678362,7.158674577900444,0.6396781319308489,0.7478004483467205,0.002096003486469,0.0107451116762294,Low
L012,12.751374855632433,7.365854318107408,0.6087151726387706,0.5147517551257973,0.0034978345046095,0.0186066081116367,Low
L019,13.146998113962496,7.293922835585576,0.7879697524772306,0.5530860003827935,0.0028848538888679,0.0194951608939195,Low
L007,12.866174990219246,7.288526557735856,0.742211472706624,0.6508223671419864,0.0030927803507401,0.0164399832278462,Low
L007,12.863676796638703,7.288953533512848,0.7424587977119202,0.6482466634563057,0.0031264518651846,0.0164494701026223,Low
M017,11.777064825249576,6.674147848824424,1.1402764016548226,0.4475500345696083,0.0020214363037233,0.0069790516919832,Medium
M001,12.220795459000696,6.947391258242719,1.0698916827889255,0.3696833031277959,0.0025163923232905,0.0096044193596435,Medium
M005,11.34,6.28,1.02,0.35,0.0024,0.0069,Medium
M020,12.439890012796964,6.726587712553747,1.029311471043408,0.459594623356612,0.0027997210325079,0.0061922665440049,Medium
M014,11.507866998987248,6.484568158185371,1.0502307083918496,0.4301126618921319,0.0018004035629402,0.0083893675724272,Medium
M012,11.31642236070276,6.237978143839079,0.9990777893281492,0.4780794755377514,0.0025079100919575,0.0085376604085246,Medium
H011,10.035767047245209,5.931312442956678,1.488912535020816,0.3509868764051913,0.0011002449937981,0.0028832899023105,High
L010,13.70692627828496,7.003727821118384,0.7786025154574503,0.5790441161822146,0.0024857835314028,0.0163018458463731,Low
H009,10.906098434065632,5.908734526532527,1.36116303004115,0.2084124691985865,0.0018983891941723,0.0027320786283607,High
M005,11.347196658662744,6.279027035670008,1.0184558457301731,0.3505521135898636,0.0024143158847313,0.0068947123703839,Medium
M016,11.457263084205934,6.240547904839761,1.027326969996728,0.3716963167520938,0.0019023553434553,0.010107718249679,Medium
H002,11.441565346226088,5.602940971881413,1.350099253924733,0.2513149132399794,0.001597000714136,0.0039056404196267,High
H013,11.24240961846029,5.554442657348244,1.4786266779107966,0.2001042549983049,0.0017916991370506,0.004777912840629,High
M018,12.048857509156704,6.7686787577566685,1.0791825921422,0.4801692542718346,0.0025995515776041,0.0051601131628736,Medium
M015,12.4177282808662,6.999324653732736,1.1280934178804227,0.3684039716579081,0.0025893051372206,0.0063987715497033,Medium
H017,10.467334666409709,5.7069172873416765,1.2273264849389836,0.3519298037547876,0.0015007901750569,0.0044198423866751,High
L007,12.878746999169325,7.288131030450063,0.7428632447392979,0.6492765229009789,0.003102341522422,0.0164085562521086,Low
L015,12.347088029237804,7.16032117897393,0.637543259282428,0.750114291477404,0.0021006742700596,0.0106693339212001,Low
M019,11.54810206477709,6.238866230100669,1.189801645305904,0.478388351836261,0.0024849134404294,0.0095012522443951,Medium
H003,11.081866568602733,5.704424763893539,1.211006006953116,0.3704512629375208,0.0012917777348893,0.00291546250924,High
M001,12.214531055715264,6.961318768008923,1.0691354176731518,0.3701774038350036,0.0025080249354911,0.0096076283767635,Medium
H014,10.307104953073155,6.165257308274363,1.4706395256120368,0.3597611037691748,0.0015979775075144,0.0044053516125432,High
M014,11.509439836087632,6.494253119421432,1.0525850115486926,0.4287222159553445,0.0018048519677559,0.0084015611894907,Medium
M007,12.239733319035947,6.611597510116652,1.0599777584776906,0.4604042815201355,0.0016935554253107,0.0117778640994034,Medium
H019,10.649072416137802,5.979968241974702,1.2109736242053528,0.2692834794321185,0.000992538179605,0.0046921847341,High
L005,12.02431566970375,7.410051905503794,0.7688264301162745,0.7189140711961993,0.0038992410587004,0.013946875620966,Low
L012,12.779192469724329,7.372426250549153,0.6090364984046762,0.5220691472703662,0.0035011236181177,0.0184581353918193,Low
L015,12.323388032251966,7.158481079625851,0.641210131158881,0.752102546995263,0.0020910918880285,0.010647861758431,Low
M018,12.05766395502227,6.764809783733793,1.0801979143785134,0.4799003756761198,0.0025894414345196,0.0051444987832138,Medium
M015,12.417745684260533,6.985862292597409,1.1319845988026325,0.370848365640417,0.0026104940856641,0.0063885115243784,Medium
L010,13.703741328727844,7.01299720754807,0.7780196147515891,0.579862194793197,0.0024844901034947,0.0163202552088038,Low
M018,12.050340062228177,6.758134140231528,1.0819882909607803,0.4803336169900643,0.0025972042379019,0.0052266178647533,Medium
L009,13.933520714490385,7.048334206339926,0.6917774749245178,0.7421779588542468,0.0028079933863167,0.0137408819642918,Low
L011,12.595437636796936,7.365884277069444,0.6110231543512498,0.6324480426639473,0.0026910175450233,0.0151109733675896,Low
L017,13.87424690356945,7.358585535247653,0.8270720110310532,0.6182512604511884,0.0036985240046488,0.0103434936085088,Low
M015,12.419923119568924,6.998976095072425,1.1307773075867515,0.371477568509044,0.0025929306374829,0.0064414825925918,Medium
H008,11.303783922384545,5.865340685244886,1.3602880819944938,0.3593433391158092,0.0016023259880794,0.0042707778211006,High
H010,11.056059410380875,5.5346125872540455,1.256233699216562,0.3995990353144462,0.0015004197518474,0.0022200415977625,High
L018,13.38271604789051,7.248540436252501,0.6591475697848351,0.5495938788195637,0.0034048040261497,0.0159087859393949,Low
M008,12.28509327592604,6.508795221941659,1.040639285882088,0.4107253234480815,0.0024900121229256,0.0077878488458985,Medium
L010,13.7221176192677,7.008648889112589,0.7786147233767668,0.5831433468569809,0.0024935070656254,0.0163430031237186,Low
L012,12.767573254540974,7.374120122505311,0.6094813442154242,0.5213064288780906,0.0034914823525385,0.0185607449577411,Low
L012,12.771851851603891,7.370885872013056,0.6111524712830775,0.520627062577258,0.0034810769447471,0.0186701061531101,Low
M015,12.39779786622327,6.982774376923999,1.131151696777141,0.370968536277989,0.0026064872686738,0.0064401427654937,Medium
M011,11.608728634653154,6.91318637184809,1.1413871842941907,0.3204120509161927,0.0022981533620099,0.0106017791235186,Medium
L004,12.737736754945589,7.160495001100576,0.6278368723491895,0.6882496130332687,0.0025924635067674,0.014294434861181,Low
L005,12.058907469650736,7.417262190786281,0.7690260699862705,0.7211053979154108,0.0039024757492499,0.0139883455675138,Low
L011,12.597505325375527,7.374727427513154,0.6087315347292994,0.6290345539321577,0.002698759089891,0.0150240986374449,Low
H014,10.31106123187939,6.1586547467934585,1.4700953107259085,0.3591723513345921,0.0016108238517094,0.0044175969871928,High
H004,10.885953578304012,5.755427543896328,1.467464058872559,0.2715311865301993,0.0010994875317676,0.0034985143502721,High
M009,11.013919983471572,6.0457743512774815,1.011134034639933,0.4087573520476986,0.0015010461553015,0.0112340057845844,Medium
H010,11.06608538263941,5.532013485167793,1.2585628484451432,0.399972321416275,0.0014969160447649,0.0022130520400616,High
H011,10.03,5.93,1.49,0.35,0.0011,0.0029,High
H007,10.092321878703824,5.642484749624184,1.2899587862279869,0.2305918571204527,0.0016979360942497,0.0032034558951374,High
M015,12.409723223861477,6.993440341450895,1.1296587088417145,0.369058847440616,0.0025953337687612,0.0064692996495993,Medium
L001,13.88397536875011,7.230225298453352,0.8699312082047711,0.5214801800191701,0.003123508964622,0.0149322062745266,Low
L017,13.8757483881117,7.361725221591038,0.8321220885774595,0.6192826529168165,0.0036975901554366,0.0102836777030867,Low
H003,11.09525546072803,5.697026012539711,1.2074415290317912,0.3715164218136013,0.0012929788932247,0.0029196352895983,High
H003,11.085346591226635,5.695762000303122,1.21255202695343,0.3693581574273571,0.0013068022985965,0.0028913087132488,High
H007,10.10519870791666,5.637904366145193,1.2897576955558188,0.2284635863040088,0.0016996309842988,0.0032030346850491,High
L009,13.938303955687095,7.052097082896096,0.689162028940774,0.7420113122484465,0.0027936288143724,0.0136668710474262,Low
M004,11.156363884355708,6.291263079009053,1.1116088711218326,0.4789003414208372,0.00279528589348,0.0076262122222376,Medium
M004,11.17497660809886,6.29367858159928,1.1109080697071558,0.4807215056817133,0.0028188373443674,0.0075435153488929,Medium
L008,13.917924522640943,7.291546378138903,0.7598683453571479,0.5999073534770621,0.0031882250989551,0.0104056953282332,Low
H015,10.271807044765106,6.188694056019664,1.381984256503788,0.3396670949317289,0.0017886590505415,0.003920443268584,High
H019,10.653881328061937,5.978003003334826,1.2115644314810623,0.2718027395881066,0.0009982685049956,0.0046598178539871,High
M008,12.299938183213015,6.500118941408594,1.0415124804687337,0.4106058846397197,0.0024860775686106,0.0078083709724697,Medium
M004,11.156541181300817,6.303530029737545,1.1095431864742304,0.4820321515054011,0.0028047815821026,0.007557215512524,Medium
M016,11.47434352707555,6.234228463034245,1.0318970497301023,0.3697610241536595,0.001883485465323,0.0100748881013182,Medium
L003,13.824001476175608,6.900018145273214,0.7109768142652886,0.6628306086449196,0.0033087350764779,0.0116802917967775,Low
H014,10.331634417482569,6.157729880898182,1.473103784881358,0.3610589365960128,0.0016046226172008,0.0044231787564806,High
H012,11.4326593085054,5.619156262114752,1.431429055880358,0.2410949519046936,0.001702884747496,0.0025099221028301,High
L003,13.849313870968247,6.899467088486103,0.7108240371391532,0.6609903708539522,0.0032896729804427,0.011720017464852,Low
L015,12.339445740901535,7.159826252308721,0.6396257742390584,0.7492738620073238,0.0020888106673324,0.0106517434464644,Low
H007,10.08757106633787,5.643842473614388,1.28939675073365,0.2297190257720711,0.0017049808933121,0.0031981648370757,High
M001,12.21,6.96,1.07,0.37,0.0025,0.0096,Medium
H018,10.784561838432063,5.5591894211399335,1.2624710576465568,0.2098481548948632,0.0013979433513974,0.0025597269446737,High
L008,13.959070731301948,7.287673766190205,0.7615913124683505,0.596871368243924,0.0031919892533313,0.0104711107751802,Low
H020,10.429973932459976,5.816471754549609,1.3023572137835275,0.2193473592825172,0.0011008269224787,0.003585552673033,High
H003,11.082555648468048,5.708402329765289,1.2082680425718657,0.3725833551710196,0.0013051952153199,0.0029143107567055,High
M019,11.546355862739636,6.238169371394054,1.1902846508812943,0.4799906069535359,0.0025006470760789,0.009488543436183,Medium
L019,13.150453812111358,7.285408622364161,0.7886879438537974,0.5487202305558635,0.0029162386545296,0.0195172264538102,Low
L003,13.831095501613571,6.896449279991685,0.7116386808516141,0.6567334132705034,0.0033037193672837,0.0116933493937952,Low
L016,13.124430372053371,7.151801054566672,0.7620552736938695,0.7102040456727364,0.0020762004174365,0.016449857251018,Low
L014,12.626989066230127,7.438591960252936,0.7106774017239506,0.787890863485355,0.0021926005885088,0.0115737358782433,Low
M001,12.199475251356322,6.9595071392094265,1.0703856749467695,0.3688706295034077,0.0025032833214738,0.0096188656213277,Medium
H004,10.90243678909304,5.758691358991741,1.4717406426284925,0.2700801969713584,0.0010960386509124,0.003498715671881,High
H002,11.424142555493257,5.608135229968392,1.3539111258072785,0.2507347122637717,0.0015952566630972,0.0038961766428272,High
L016,13.103498027500766,7.151075095568167,0.7595244414906955,0.7142218979436344,0.002099276202538,0.0163651558842383,Low
M015,12.405500482575537,6.999714638842487,1.1300171567264017,0.3711236882817162,0.002603745105048,0.0064474559486528,Medium
M011,11.634062550748578,6.916184264036222,1.138069450043666,0.3186379557416929,0.0023173253909991,0.010617135380649,Medium
M014,11.511887229767376,6.486164832962984,1.0502661877867343,0.4274924388000649,0.001786869340083,0.008356633977261,Medium
H016,10.26566501371382,6.064629655178357,1.4799635282774757,0.3513405958436615,0.0014965489188947,0.0045724981468894,High
M018,12.073449848814276,6.760171996324939,1.080965261843684,0.4789065773014677,0.0026027110404418,0.0051709010808315,Medium
H011,10.022464309960789,5.937899013113528,1.492194305123635,0.3505307879364028,0.0010877259147028,0.0028783296493244,High
H007,10.080358259546095,5.639908940228097,1.2910014690389104,0.2332644793202951,0.00170462721255,0.0032401640819886,High
L012,12.766619013583275,7.371714201942316,0.6109469442041318,0.5150911952660963,0.0034994508765667,0.0185503268313369,Low
M018,12.051306539889826,6.763654052721827,1.081097369090878,0.4812665312793505,0.0026039589087881,0.0051539695620671,Medium
H019,10.659143104480854,5.985271690326565,1.2129556797227838,0.2709218404152772,0.0009976124625507,0.0046953497339064,High
M002,12.342415370763575,6.253369809322948,1.1302694617320397,0.3213080794566967,0.0016007186428086,0.008967239409856,Medium
H019,10.65649318501595,5.97888359001654,1.2066176964459088,0.2699714859408751,0.0009973726341893,0.0046800833447844,High
H003,11.086848626542102,5.70664338403701,1.2117666459132788,0.3699925327171811,0.0012989797921344,0.0028812005647184,High
