Sample_ID,Moisture (%),Ash (%),Volatile_Oil (%),Acid_Insoluble_Ash (%),Chromium (mg/kg),Coumarin (mg/kg),Quality_Label
H006,10.218540407210847,6.050660727935337,1.3986543934742766,0.30887719404185926,0.0012921477496458547,0.0027074414920316902,High
H020,10.453027207541616,5.811547243143763,1.2997678046111987,0.22209146938292862,0.0011080558176364932,0.0035861222889454545,High
M004,11.156365020443486,6.298364599523848,1.112132210028468,0.4789974665469977,0.002806273798872216,0.0075861467154408075,Medium
H018,10.80202834036397,5.568887538470677,1.2597063837964733,0.20747306125458037,0.0013963985928940497,0.0025901255824944715,High
H014,10.314763678481558,6.163491686142368,1.4672354357271729,0.3614832244862722,0.0016203205889591934,0.004413689123261347,High
L018,13.396955559710902,7.251807494921596,0.659366913438693,0.5482183653378732,0.0033801727304731306,0.015954212768848064,Low
M006,11.63886197784013,6.028166027405155,1.1687406256394604,0.43093634055328034,0.0014994447888259715,0.006677581711450223,Medium
M007,12.235822155982648,6.596395345935894,1.0592524543303425,0.45904029585279565,0.0017095431912879573,0.011801547894115945,Medium
L008,13.92623361801896,7.2912807991212025,0.7593576649627393,0.5994325951884242,0.003205139657073189,0.010538157998368766,Low
L018,13.39,7.25,0.66,0.55,0.0034,0.0159,Low
M007,12.23828510917713,6.607332614893415,1.0582603262513959,0.4590372890265986,0.0016986226245769849,0.01179950753939948,Medium
L017,13.871965968102508,7.361333519883118,0.8309281505363298,0.6213090106748008,0.0037072795275806354,0.010360658864835065,Low
M015,12.405298700236019,6.981103958684575,1.1302148808293364,0.3687233549647265,0.0026011643894968844,0.00652104953953787,Medium
M007,12.241857307020947,6.609682367650209,1.0614714430917789,0.46028767136941123,0.0016923083542269627,0.011830662577693976,Medium
M003,11.489556929849316,6.5049280772437115,1.1318306656299706,0.4811022065280688,0.0016866030847237957,0.005720264284421414,Medium
H009,10.888277942269552,5.906214485248038,1.359079631761905,0.20753133497718687,0.00190355852748941,0.0027034497542753597,High
M016,11.48,6.24,1.03,0.37,0.0019,0.0101,Medium
H001,10.54915209397312,5.932918963494074,1.2401489399536125,0.28119173351443505,0.001908604526132503,0.0021084277651979436,High
L004,12.73061236036036,7.155560484351021,0.6281599975991512,0.6927090727671112,0.002587018336029818,0.01431070586261895,Low
H003,11.10168395218435,5.7019288859370265,1.2141770056665189,0.3700580108107754,0.0012913554131700395,0.0028825415386683323,High
M009,11.01,6.05,1.01,0.41,0.0015,0.0112,Medium
M020,12.46,6.73,1.03,0.46,0.0028,0.0062,Medium
H020,10.448256396230876,5.813621862586373,1.3007745781515483,0.21882312180012592,0.0011027837587987426,0.003610367655636227,High
H015,10.28414025815664,6.184772624555643,1.3822002663768338,0.3383378820896708,0.0018073806130795831,0.0038916702522312574,High
L018,13.394469525512955,7.252043267433498,0.6599883091246008,0.5479051244459324,0.0033943458644089064,0.015798608275773337,Low
M017,11.787565639622123,6.672204034258898,1.1409983047267815,0.45121352355448663,0.0020025980327069313,0.007116620476834687,Medium
H013,11.23403953760015,5.544109800739398,1.4830824112348309,0.1998583582210646,0.0017880218498295642,0.004766003645930023,High
L009,13.954484293156163,7.0452584427833775,0.6904457319915724,0.7394034755109395,0.002799399650498695,0.013653415443137654,Low
M005,11.330783178689327,6.277960914229359,1.0189819366233275,0.350328699981108,0.0023902906222798424,0.006904283514895957,Medium
L017,13.873990835450996,7.359959871163115,0.8341451127221311,0.6207614786451932,0.0037065191560351736,0.01025168735089182,Low
L017,13.897521164699269,7.360151046686651,0.8305973719980689,0.6205571405650938,0.0036997487815161262,0.010288884508583925,Low
H018,10.77624697664766,5.5674574795685325,1.2602522692538134,0.20943897266183986,0.0014072639860349828,0.00258722678230592,High
L020,12.218423834624485,7.357678805649413,0.6280894740634705,0.577548953670354,0.002184727467687443,0.015775023487745454,Low
L009,13.93,7.05,0.69,0.74,0.0028,0.0137,Low
H005,10.22752188984514,5.821198899439294,1.2790446933825879,0.25712737864686286,0.0012953315143283096,0.0046804799846319025,High
H003,11.09528744205873,5.704542329235946,1.2074482046310546,0.370780425577871,0.0013023315705159833,0.0029073714863835664,High
H016,10.267411546610047,6.06727390934436,1.4798253870854154,0.3515529157035182,0.0015037034282086507,0.0045821492928581585,High
L018,13.381976348652648,7.251075427673079,0.6618701664313646,0.5455132952407786,0.003389859112824403,0.01588522150393149,Low
M016,11.475822089282662,6.248287230092353,1.0297488641492543,0.369184936758439,0.001895884662148132,0.010155075108962554,Medium
H013,11.255696383900743,5.543223473705971,1.4810212673643681,0.20178880596653637,0.001798061904625523,0.004793981922875176,High
H020,10.435935401439371,5.813248960501016,1.3042462442204288,0.2179500410635134,0.0011043821018583185,0.003623351010492342,High
L006,13.857900652704174,7.319339552304771,0.6090782193360836,0.791425271883387,0.003500806836120726,0.01616202667167896,Low
H013,11.24806714726516,5.552254610932801,1.47746322610168,0.20093873223314937,0.0017992574739808264,0.004773885315811904,High
M003,11.477282411221813,6.501785851150572,1.1295992957977594,0.48225479524417575,0.0016961911751160199,0.005725429458103432,Medium
H004,10.896137336735743,5.754891697506335,1.4705306100337578,0.26993031540569284,0.001096832059715927,0.003493939182830329,High
M009,11.0161380111425,6.0472960085367085,1.0077089591944506,0.41110223068404733,0.0014960610477657084,0.011165608512304814,Medium
M010,11.769633947679004,6.2761441629486505,1.1187091408839014,0.3491927771595398,0.0016981171735174973,0.00935933906068885,Medium
M006,11.626389543190882,6.040169808123827,1.1691547299178993,0.43222187820948405,0.0015085593470947922,0.006689801061224859,Medium
H002,11.40727114095891,5.596725170924714,1.3504889262216235,0.2517597797701229,0.0015998069296255426,0.0038809828854614982,High
H009,10.906217755003714,5.910255502814442,1.3613236342662252,0.20998069515413056,0.0019054085451448346,0.00267546738787208,High
L008,13.93,7.29,0.76,0.6,0.0032,0.0105,Low
H001,10.563631115336158,5.92996588137342,1.2381109211985712,0.2807865567505085,0.0019007740692972331,0.002099036199040403,High
H016,10.282861384562514,6.077103067927682,1.478657930350824,0.3486926931585924,0.0014916710444712084,0.004566802722081944,High
H013,11.248535708688033,5.548350324495251,1.4791906022693675,0.199724505195205,0.0017922760794946764,0.004788190671510765,High
L012,12.764138800738303,7.374303967133397,0.6094037512606996,0.5187376332753112,0.003493364514832726,0.01862078211104332,Low
H011,10.051664801694425,5.932108911301864,1.490880044334716,0.3498382224139754,0.0010942794452779936,0.0029058335095259813,High
M008,12.285036843697338,6.501630805117604,1.0400475402935832,0.4092467042284113,0.002505009565057328,0.007781595649975853,Medium
M012,11.335331232750839,6.228259827401194,0.9996676686416381,0.4803875294599235,0.0024998405461390412,0.008512361658505656,Medium
L020,12.194473702748306,7.353607508083103,0.6298780801849575,0.5778245107371764,0.0021952338434222626,0.015723159589073697,Low
H015,10.27060319058492,6.179153072891019,1.3772918861865813,0.3383443262182821,0.0018000054537252064,0.0038908148123286586,High
L002,13.900282247548295,7.488106247154545,0.7015582251524849,0.6620845768175548,0.0033848044281553596,0.014705367542060298,Low
L002,13.908675908833466,7.4950651926929295,0.7004291108913242,0.6595411822772892,0.0034215103256800597,0.014644766859566423,Low
M010,11.763860854048634,6.284976659356851,1.1207957953183654,0.349161569943348,0.0017025432195856387,0.009449571700916488,Medium
H015,10.274628870038086,6.182503038136003,1.3788080787863066,0.3397003058383407,0.0017973711942515073,0.0038793129272224713,High
M013,11.16051767905146,6.1457067178659495,1.0991031205596489,0.47947579643832977,0.0024939102770650313,0.00894296423272626,Medium
M020,12.45608943985764,6.728976387488514,1.0317058325481,0.4610119222299196,0.002791545673439914,0.006257662516744928,Medium
L013,13.706730844712927,7.4084603146647545,0.8494225929123445,0.5087306427570899,0.0020067568512955065,0.016770167226157547,Low
L014,12.62489848230729,7.437809211412756,0.7098516822612766,0.788124449581599,0.0022175830869541795,0.011618632943407295,Low
L012,12.769513844268893,7.368840081878858,0.6088951425395185,0.5207674388246318,0.003503017161348742,0.018558978171258664,Low
M017,11.783899612848673,6.675610642713755,1.1388901280027324,0.4485499080364344,0.002000875811889372,0.007031685743257952,Medium
M005,11.328348146592953,6.282048100421859,1.0197791531238753,0.34897322903841754,0.002402804852476829,0.006965017675522371,Medium
M015,12.414759686254568,6.994342230165636,1.1285351600556555,0.3702561662012307,0.00259795496671268,0.00637505544527014,Medium
L020,12.193361089395246,7.361155450936436,0.6323670019251082,0.5818700819047699,0.002206615772864007,0.015779337670286026,Low
M010,11.758868958163013,6.277723884844414,1.1189204504212156,0.3483331309382867,0.0017059686356091686,0.009358141836354871,Medium
H018,10.786347628042034,5.572213116154447,1.2607541328696938,0.21006224818177527,0.001408611303403985,0.002579843393232749,High
L003,13.828161152536676,6.897824147479892,0.7121156674172482,0.6585867866801636,0.003310973422393929,0.011650007633759632,Low
H009,10.894941525946363,5.909818853524864,1.3580576840645822,0.21192229162582174,0.001905758081285884,0.002681244485643271,High
H009,10.888818504722954,5.906908260758106,1.356952713432132,0.2103724512616932,0.0019000267946290947,0.0027223469675560917,High
H009,10.894213913857536,5.914331757500542,1.3596712142569352,0.20637886226860866,0.0018968771550028642,0.0026813084045420174,High
M014,11.516207601908404,6.482780547333877,1.0509252162069065,0.4309636085372813,0.0017881928408616185,0.008414145003592107,Medium
L002,13.914998792337423,7.488208439515666,0.6987813143597517,0.6579990135734921,0.0033987330359268085,0.014698478188707252,Low
M006,11.64,6.04,1.17,0.43,0.0015,0.0067,Medium
H009,10.905053693184955,5.9085738087113,1.3599186218487291,0.2103208849659105,0.0018954420561472013,0.0027179081070447253,High
H014,10.329905240077807,6.158440185261866,1.470727945621879,0.35961741455367907,0.0015964551322721098,0.00437539185757589,High
H002,11.429822540418453,5.602754028921783,1.351065255454441,0.2510488363960325,0.001594168501702434,0.003895503378972081,High
M008,12.29,6.5,1.04,0.41,0.0025,0.0078,Medium
M008,12.290269585423115,6.4971896251146335,1.0406243756217406,0.41035704381348,0.0024894192983324786,0.007846258869039977,Medium
H007,10.099234175763078,5.641949518552224,1.289155447510607,0.22754300996101132,0.0017019874884060544,0.0031876094773000334,High
H008,11.295132326679349,5.861321182484363,1.3632001655572878,0.35997952883510187,0.0016036825954563617,0.004257872631289335,High
H001,10.56679019077432,5.933693767956129,1.2414863015247772,0.28130462062961736,0.001895110052312878,0.0020998997268335527,High
H014,10.32126554297314,6.159096568529061,1.472662352584085,0.3581438014925049,0.0015932161506767605,0.004406906423499976,High
M019,11.55,6.24,1.19,0.48,0.0025,0.0095,Medium
L004,12.73270764749956,7.157386991916853,0.6313293930480434,0.6897192005636372,0.0026237434099854076,0.014342967974343403,Low
H017,10.45080571924299,5.706187889045076,1.2300343935023574,0.34935923011142883,0.0014932411779085975,0.004379006866836364,High
H007,10.101747514933939,5.641837480398949,1.289878990503894,0.23166778692727433,0.0016957645548032218,0.0032100879125235866,High
L015,12.326063302855534,7.160727906017151,0.6387720734617666,0.7524529160697928,0.0020941712883765892,0.01071768713030718,Low
M016,11.477356220102617,6.254269847753279,1.0306765372644553,0.3701860512509122,0.0019101338377314982,0.010114182385676254,Medium
H004,10.906008417726408,5.7581987895747195,1.4692800788332885,0.2727309139998065,0.0010962076887306425,0.003491990297090668,High
M012,11.327966572428569,6.245600273074205,1.0029474752306264,0.4807891459288404,0.0025062840380645976,0.008551865273169684,Medium
L004,12.735652243508481,7.158774787603762,0.6326494653059732,0.6874487889944303,0.002602711124632186,0.014233381881887688,Low
L018,13.369920710146424,7.251461246140759,0.6571984537505093,0.5497882045806037,0.0033850339519769933,0.015916373032675697,Low
H018,10.796395361077598,5.572172343272521,1.2624073303219845,0.21002717017566522,0.0014122120923794907,0.0026084066450243874,High
L006,13.85364870439691,7.320961905916615,0.610711982413235,0.7877850579855774,0.00347541259683474,0.016198187413255093,Low
H015,10.263645883388788,6.17182020527752,1.3780029868269286,0.3386576009537502,0.0017963566355566757,0.0038866354963853662,High
H005,10.226371905246253,5.826977377257774,1.2800402594384264,0.26187499667072195,0.001298727478718385,0.004690507320836659,High
L014,12.623911574896697,7.4428842310235135,0.7103250972167574,0.7886688494232262,0.0021941980106184784,0.011604544059865819,Low
L001,13.885656141810792,7.230364246647054,0.8724193341302309,0.5172029827822207,0.0031067392048950643,0.014910024616179957,Low
M017,11.776268605695114,6.66285196000157,1.1399911782084493,0.4489323128197994,0.001991045588035431,0.007000393822212623,Medium
H014,10.331847292158205,6.161937049520979,1.4694439274068576,0.35958727514639044,0.0015974796677061891,0.004396940475752661,High
L006,13.852449687567793,7.323280576291527,0.608981554509455,0.7889564242698516,0.00350441570218059,0.016177392595797598,Low
L008,13.938322114815513,7.288548256248655,0.7612516189229688,0.59930739962202,0.0031991879320484476,0.010419040288830094,Low
M003,11.47434399419113,6.497596703179637,1.1312780549046388,0.4792101823258188,0.001711749324452108,0.005705385386177173,Medium
L014,12.61527674120623,7.4397971038831345,0.7093850507014844,0.7866313799984581,0.002210641675814003,0.01162737275212816,Low
H004,10.894344636599465,5.761379329112763,1.4722527437074415,0.27096649957321123,0.00108855235209679,0.0034800481272168077,High
L015,12.31991233678362,7.158674577900444,0.6396781319308489,0.7478004483467205,0.002096003486469092,0.010745111676229402,Low
L012,12.751374855632433,7.3658543181074085,0.6087151726387706,0.5147517551257973,0.0034978345046095915,0.0186066081116367,Low
L019,13.146998113962496,7.293922835585576,0.7879697524772306,0.5530860003827935,0.002884853888867993,0.01949516089391957,Low
L007,12.866174990219246,7.288526557735856,0.742211472706624,0.6508223671419864,0.0030927803507401356,0.016439983227846285,Low
L007,12.863676796638703,7.288953533512848,0.7424587977119202,0.6482466634563057,0.0031264518651846623,0.01644947010262236,Low
M017,11.777064825249576,6.674147848824424,1.1402764016548226,0.4475500345696083,0.002021436303723348,0.006979051691983288,Medium
M001,12.220795459000696,6.947391258242719,1.0698916827889255,0.36968330312779596,0.0025163923232905494,0.009604419359643578,Medium
M005,11.34,6.28,1.02,0.35,0.0024,0.0069,Medium
M020,12.439890012796964,6.726587712553747,1.029311471043408,0.459594623356612,0.0027997210325079332,0.006192266544004938,Medium
M014,11.507866998987247,6.484568158185371,1.0502307083918496,0.4301126618921319,0.001800403562940266,0.008389367572427283,Medium
M012,11.316422360702761,6.237978143839079,0.9990777893281491,0.4780794755377514,0.0025079100919575045,0.008537660408524682,Medium
H011,10.035767047245207,5.931312442956678,1.4889125350208159,0.35098687640519133,0.0011002449937981063,0.0028832899023105906,High
L010,13.70692627828496,7.0037278211183835,0.7786025154574503,0.5790441161822146,0.0024857835314028146,0.016301845846373137,Low
H009,10.906098434065632,5.908734526532527,1.36116303004115,0.2084124691985865,0.0018983891941723116,0.002732078628360728,High
M005,11.347196658662744,6.279027035670008,1.0184558457301733,0.35055211358986366,0.0024143158847313054,0.006894712370383953,Medium
M016,11.457263084205934,6.240547904839761,1.027326969996728,0.37169631675209386,0.0019023553434553602,0.010107718249679052,Medium
H002,11.441565346226088,5.602940971881413,1.350099253924733,0.2513149132399794,0.0015970007141360633,0.003905640419626762,High
H013,11.24240961846029,5.554442657348244,1.4786266779107966,0.2001042549983049,0.0017916991370506273,0.0047779128406290035,High
M018,12.048857509156704,6.7686787577566685,1.0791825921422,0.4801692542718346,0.0025995515776041254,0.005160113162873693,Medium
M015,12.4177282808662,6.999324653732736,1.1280934178804227,0.3684039716579081,0.002589305137220694,0.006398771549703356,Medium
H017,10.467334666409709,5.7069172873416765,1.2273264849389836,0.35192980375478766,0.0015007901750569317,0.004419842386675116,High
L007,12.878746999169323,7.288131030450063,0.7428632447392979,0.6492765229009789,0.0031023415224220906,0.01640855625210861,Low
L015,12.347088029237803,7.16032117897393,0.637543259282428,0.750114291477404,0.002100674270059646,0.010669333921200135,Low
M019,11.54810206477709,6.238866230100669,1.189801645305904,0.478388351836261,0.0024849134404294673,0.009501252244395159,Medium
H003,11.081866568602733,5.704424763893539,1.2110060069531159,0.3704512629375208,0.0012917777348893246,0.0029154625092400427,High
M001,12.214531055715263,6.961318768008923,1.0691354176731518,0.3701774038350036,0.00250802493549116,0.009607628376763513,Medium
H014,10.307104953073157,6.165257308274363,1.4706395256120368,0.3597611037691748,0.0015979775075144664,0.004405351612543272,High
M014,11.509439836087632,6.4942531194214315,1.0525850115486926,0.4287222159553445,0.001804851967755954,0.00840156118949074,Medium
M007,12.239733319035949,6.611597510116652,1.0599777584776906,0.4604042815201355,0.0016935554253107768,0.011777864099403484,Medium
H019,10.649072416137802,5.979968241974702,1.2109736242053528,0.2692834794321185,0.000992538179605006,0.004692184734100069,High
L005,12.02431566970375,7.410051905503794,0.7688264301162745,0.7189140711961993,0.0038992410587004723,0.013946875620966005,Low
L012,12.779192469724329,7.372426250549153,0.6090364984046762,0.5220691472703662,0.0035011236181177537,0.018458135391819355,Low
L015,12.323388032251966,7.158481079625851,0.641210131158881,0.752102546995263,0.002091091888028594,0.010647861758431023,Low
M018,12.05766395502227,6.764809783733793,1.0801979143785134,0.4799003756761198,0.0025894414345196026,0.005144498783213845,Medium
M015,12.417745684260533,6.985862292597409,1.1319845988026325,0.37084836564041707,0.0026104940856641464,0.006388511524378404,Medium
L010,13.703741328727844,7.01299720754807,0.7780196147515891,0.579862194793197,0.002484490103494759,0.01632025520880382,Low
M018,12.050340062228175,6.758134140231528,1.0819882909607805,0.4803336169900643,0.0025972042379019595,0.0052266178647533195,Medium
L009,13.933520714490383,7.048334206339926,0.6917774749245178,0.7421779588542468,0.002807993386316777,0.013740881964291856,Low
L011,12.595437636796936,7.365884277069444,0.6110231543512498,0.6324480426639473,0.0026910175450233194,0.01511097336758969,Low
L017,13.87424690356945,7.358585535247653,0.8270720110310532,0.6182512604511884,0.003698524004648836,0.010343493608508877,Low
M015,12.419923119568923,6.998976095072425,1.1307773075867515,0.37147756850904406,0.002592930637482945,0.006441482592591837,Medium
H008,11.303783922384545,5.865340685244886,1.3602880819944938,0.35934333911580923,0.001602325988079453,0.0042707778211006145,High
H010,11.056059410380877,5.5346125872540455,1.2562336992165621,0.39959903531444624,0.0015004197518474645,0.0022200415977625286,High
L018,13.38271604789051,7.248540436252501,0.6591475697848351,0.5495938788195637,0.0034048040261497885,0.01590878593939497,Low
M008,12.28509327592604,6.508795221941659,1.040639285882088,0.4107253234480815,0.0024900121229256647,0.007787848845898504,Medium
L010,13.7221176192677,7.008648889112589,0.7786147233767668,0.5831433468569809,0.00249350706562549,0.0163430031237186,Low
L012,12.767573254540974,7.374120122505311,0.6094813442154242,0.5213064288780906,0.0034914823525385706,0.018560744957741133,Low
L012,12.771851851603893,7.370885872013056,0.6111524712830775,0.520627062577258,0.00348107694474717,0.01867010615311012,Low
M015,12.39779786622327,6.982774376923999,1.131151696777141,0.370968536277989,0.0026064872686738638,0.00644014276549379,Medium
M011,11.608728634653154,6.91318637184809,1.1413871842941907,0.3204120509161927,0.0022981533620099258,0.010601779123518628,Medium
L004,12.737736754945587,7.160495001100576,0.6278368723491895,0.6882496130332687,0.0025924635067674775,0.014294434861181045,Low
L005,12.058907469650736,7.417262190786281,0.7690260699862705,0.7211053979154108,0.0039024757492499506,0.013988345567513858,Low
L011,12.597505325375527,7.374727427513154,0.6087315347292994,0.6290345539321577,0.0026987590898910362,0.015024098637444916,Low
H014,10.31106123187939,6.1586547467934585,1.4700953107259083,0.3591723513345921,0.001610823851709446,0.004417596987192892,High
H004,10.885953578304012,5.755427543896328,1.467464058872559,0.2715311865301993,0.0010994875317676125,0.0034985143502721267,High
M009,11.013919983471572,6.0457743512774815,1.011134034639933,0.40875735204769864,0.0015010461553015204,0.01123400578458441,Medium
H010,11.06608538263941,5.532013485167793,1.2585628484451432,0.39997232141627503,0.0014969160447649804,0.0022130520400616333,High
H011,10.03,5.93,1.49,0.35,0.0011,0.0029,High
H007,10.092321878703824,5.642484749624184,1.2899587862279869,0.23059185712045271,0.0016979360942497624,0.0032034558951374082,High
M015,12.409723223861477,6.993440341450895,1.1296587088417145,0.369058847440616,0.002595333768761265,0.006469299649599366,Medium
L001,13.88397536875011,7.230225298453352,0.8699312082047711,0.5214801800191701,0.0031235089646220364,0.01493220627452665,Low
L017,13.875748388111699,7.361725221591038,0.8321220885774595,0.6192826529168165,0.0036975901554366277,0.010283677703086745,Low
H003,11.09525546072803,5.697026012539711,1.2074415290317912,0.3715164218136013,0.0012929788932247415,0.002919635289598342,High
H003,11.085346591226637,5.695762000303122,1.21255202695343,0.36935815742735717,0.0013068022985965122,0.002891308713248896,High
H007,10.10519870791666,5.637904366145193,1.2897576955558188,0.2284635863040088,0.0016996309842988683,0.0032030346850491923,High
L009,13.938303955687095,7.052097082896096,0.689162028940774,0.7420113122484465,0.0027936288143724543,0.013666871047426232,Low
M004,11.156363884355708,6.291263079009053,1.1116088711218326,0.47890034142083726,0.0027952858934800063,0.007626212222237677,Medium
M004,11.17497660809886,6.29367858159928,1.1109080697071558,0.48072150568171335,0.0028188373443674714,0.007543515348892986,Medium
L008,13.917924522640943,7.291546378138903,0.7598683453571479,0.5999073534770621,0.0031882250989551477,0.010405695328233234,Low
H015,10.271807044765106,6.1886940560196635,1.3819842565037879,0.3396670949317289,0.0017886590505415767,0.003920443268584081,High
H019,10.653881328061937,5.978003003334826,1.2115644314810625,0.2718027395881066,0.0009982685049956985,0.0046598178539871355,High
M008,12.299938183213015,6.500118941408594,1.0415124804687337,0.4106058846397197,0.00248607756861067,0.007808370972469751,Medium
M004,11.156541181300815,6.303530029737545,1.1095431864742304,0.4820321515054011,0.00280478158210269,0.007557215512524084,Medium
M016,11.47434352707555,6.234228463034245,1.0318970497301023,0.3697610241536595,0.001883485465323004,0.010074888101318217,Medium
L003,13.824001476175608,6.900018145273214,0.7109768142652886,0.6628306086449196,0.0033087350764779834,0.011680291796777553,Low
H014,10.331634417482567,6.157729880898182,1.473103784881358,0.3610589365960128,0.0016046226172008664,0.004423178756480642,High
H012,11.4326593085054,5.6191562621147515,1.431429055880358,0.24109495190469368,0.0017028847474960694,0.002509922102830176,High
L003,13.849313870968249,6.8994670884861025,0.7108240371391532,0.6609903708539522,0.003289672980442716,0.011720017464852052,Low
L015,12.339445740901537,7.159826252308721,0.6396257742390584,0.7492738620073238,0.0020888106673324813,0.010651743446464473,Low
H007,10.08757106633787,5.643842473614388,1.28939675073365,0.22971902577207118,0.001704980893312107,0.00319816483707577,High
M001,12.21,6.96,1.07,0.37,0.0025,0.0096,Medium
H018,10.784561838432065,5.5591894211399335,1.2624710576465568,0.20984815489486322,0.001397943351397418,0.0025597269446737693,High
L008,13.959070731301948,7.287673766190205,0.7615913124683505,0.596871368243924,0.003191989253331371,0.010471110775180271,Low
H020,10.429973932459975,5.816471754549609,1.3023572137835275,0.21934735928251728,0.0011008269224787078,0.0035855526730330534,High
H003,11.082555648468047,5.708402329765289,1.2082680425718655,0.37258335517101965,0.001305195215319996,0.0029143107567055748,High
M019,11.546355862739635,6.238169371394054,1.1902846508812945,0.4799906069535359,0.0025006470760789313,0.009488543436183015,Medium
L019,13.150453812111358,7.285408622364161,0.7886879438537974,0.5487202305558635,0.0029162386545296855,0.019517226453810287,Low
L003,13.831095501613571,6.896449279991685,0.7116386808516141,0.6567334132705034,0.00330371936728371,0.011693349393795278,Low
L016,13.124430372053371,7.151801054566672,0.7620552736938695,0.7102040456727364,0.0020762004174365743,0.016449857251018055,Low
L014,12.626989066230127,7.4385919602529365,0.7106774017239506,0.787890863485355,0.002192600588508872,0.011573735878243388,Low
M001,12.199475251356322,6.9595071392094265,1.0703856749467697,0.36887062950340777,0.0025032833214738886,0.009618865621327712,Medium
H004,10.90243678909304,5.758691358991741,1.4717406426284925,0.2700801969713584,0.0010960386509124426,0.0034987156718810472,High
H002,11.424142555493257,5.608135229968392,1.3539111258072785,0.25073471226377175,0.0015952566630972433,0.0038961766428272132,High
L016,13.103498027500766,7.151075095568167,0.7595244414906955,0.7142218979436344,0.002099276202538083,0.01636515588423835,Low
M015,12.405500482575537,6.999714638842487,1.1300171567264017,0.3711236882817162,0.002603745105048079,0.006447455948652875,Medium
M011,11.634062550748578,6.916184264036222,1.1380694500436659,0.31863795574169296,0.002317325390999148,0.010617135380649076,Medium
M014,11.511887229767375,6.486164832962984,1.0502661877867345,0.4274924388000649,0.0017868693400830038,0.008356633977261094,Medium
H016,10.26566501371382,6.064629655178357,1.4799635282774755,0.35134059584366156,0.001496548918894776,0.004572498146889411,High
M018,12.073449848814276,6.760171996324939,1.080965261843684,0.4789065773014677,0.0026027110404418753,0.005170901080831549,Medium
H011,10.022464309960787,5.937899013113528,1.492194305123635,0.35053078793640285,0.0010877259147028832,0.0028783296493244846,High
H007,10.080358259546095,5.639908940228097,1.2910014690389104,0.2332644793202951,0.00170462721255002,0.0032401640819886327,High
